2018-02-27 15:00:29,533: DEBUG  : REGISTER fd : 2 add sessionlists
2018-02-27 15:00:29,534: DEBUG  : pktLen : 12, len : 12
2018-02-27 15:00:29,534: DEBUG  : HandlerDirtyPacket: 10001
2018-02-27 15:00:32,073: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:00:34,754: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:00:36,361: DEBUG  : pktLen : 12, len : 12
2018-02-27 15:00:36,361: DEBUG  : HandlerDirtyPacket: 10013
2018-02-27 15:00:41,746: DEBUG  : pktLen : 12, len : 12
2018-02-27 15:00:41,747: DEBUG  : HandlerDirtyPacket: 10013
2018-02-27 15:00:42,075: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:00:44,756: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:00:52,089: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:00:54,772: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:01:02,104: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:01:04,771: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:01:12,104: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:01:14,788: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:01:22,118: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:01:24,786: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:01:34,197: DEBUG  : pid = 41801
2018-02-27 15:01:34,214: DEBUG  : TcpServer Listen 192.168.50.10:2007
2018-02-27 15:01:38,890: DEBUG  : AddUser -> name : 1
2018-02-27 15:01:38,890: DEBUG  : REGISTER fd : 1 add sessionlists
2018-02-27 15:01:38,891: DEBUG  : pktLen : 12, len : 12
2018-02-27 15:01:38,891: DEBUG  : HandlerDirtyPacket: 10001
2018-02-27 15:01:39,522: DEBUG  : AddUser -> name : 2
2018-02-27 15:01:39,523: DEBUG  : REGISTER fd : 2 add sessionlists
2018-02-27 15:01:39,524: DEBUG  : pktLen : 12, len : 12
2018-02-27 15:01:39,524: DEBUG  : HandlerDirtyPacket: 10001
2018-02-27 15:01:42,133: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:01:44,803: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:01:44,852: DEBUG  : pktLen : 12, len : 12
2018-02-27 15:01:44,853: DEBUG  : HandlerDirtyPacket: 10013
2018-02-27 15:01:52,133: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:01:52,223: DEBUG  : pktLen : 12, len : 12
2018-02-27 15:01:52,223: DEBUG  : HandlerDirtyPacket: 10013
2018-02-27 15:01:54,815: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:02:02,147: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:02:04,830: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:02:12,146: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:02:14,830: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:02:22,162: DEBUG  : pktLen : 14, len : 14
2018-02-27 15:02:27,578: DEBUG  : pid = 41828
2018-02-27 15:02:27,581: DEBUG  : TcpServer Listen 192.168.50.10:2007
2018-02-27 15:02:32,183: DEBUG  : AddUser -> name : 1
2018-02-27 15:02:32,183: DEBUG  : REGISTER fd : 1 add sessionlists
2018-02-27 15:02:32,184: DEBUG  : pktLen : 12, len : 12
2018-02-27 15:02:32,184: DEBUG  : HandlerDirtyPacket: 10001
2018-02-27 15:02:32,752: DEBUG  : AddUser -> name : 2
2018-02-27 15:02:32,753: DEBUG  : REGISTER fd : 2 add sessionlists
2018-02-27 15:02:32,754: DEBUG  : pktLen : 12, len : 12
2018-02-27 15:02:32,754: DEBUG  : HandlerDirtyPacket: 10001
2018-02-27 15:02:34,844: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:02:35,958: DEBUG  : pktLen : 12, len : 12
2018-02-27 15:02:35,958: DEBUG  : HandlerDirtyPacket: 10013
2018-02-27 15:02:42,179: DEBUG  : pktLen : 14, len : 14
2018-02-27 15:02:44,859: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:02:47,318: DEBUG  : pktLen : 12, len : 12
2018-02-27 15:02:47,318: DEBUG  : HandlerDirtyPacket: 10013
2018-02-27 15:02:52,191: DEBUG  : pktLen : 14, len : 14
2018-02-27 15:02:54,858: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:03:02,191: DEBUG  : pktLen : 14, len : 14
2018-02-27 15:03:04,874: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:03:12,206: DEBUG  : pktLen : 14, len : 14
2018-02-27 15:03:14,874: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:03:22,207: DEBUG  : pktLen : 14, len : 14
2018-02-27 15:03:24,888: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:03:32,220: DEBUG  : pktLen : 14, len : 14
2018-02-27 15:03:34,903: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:03:42,220: DEBUG  : pktLen : 14, len : 14
2018-02-27 15:03:44,903: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:03:52,234: DEBUG  : pktLen : 14, len : 14
2018-02-27 15:03:54,917: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:04:02,249: DEBUG  : pktLen : 14, len : 14
2018-02-27 15:04:04,917: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:04:12,248: DEBUG  : pktLen : 14, len : 14
2018-02-27 15:04:14,931: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:04:22,264: DEBUG  : pktLen : 14, len : 14
2018-02-27 15:04:24,933: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:04:32,248: DEBUG  : pid = 41855
2018-02-27 15:04:32,249: DEBUG  : TcpServer Listen 192.168.50.10:2007
2018-02-27 15:04:35,308: DEBUG  : AddUser -> name : 1
2018-02-27 15:04:35,309: DEBUG  : REGISTER fd : 1 add sessionlists
2018-02-27 15:04:35,309: DEBUG  : pktLen : 12, len : 12
2018-02-27 15:04:35,309: DEBUG  : HandlerDirtyPacket: 10001
2018-02-27 15:04:35,351: DEBUG  : m_tmp_queue.size() : 1
2018-02-27 15:04:35,978: DEBUG  : pktLen : 12, len : 12
2018-02-27 15:04:35,978: DEBUG  : HandlerDirtyPacket: 10013
2018-02-27 15:04:36,013: DEBUG  : m_tmp_queue.size() : 1
2018-02-27 15:04:42,279: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:04:52,283: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:05:02,292: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:05:12,307: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:05:22,312: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:05:32,322: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:05:43,341: DEBUG  : pid = 41886
2018-02-27 15:05:43,357: DEBUG  : TcpServer Listen 192.168.50.10:2007
2018-02-27 15:05:45,795: DEBUG  : AddUser -> name : 1
2018-02-27 15:05:45,795: DEBUG  : REGISTER fd : 1 add sessionlists
2018-02-27 15:05:45,795: DEBUG  : pktLen : 12, len : 12
2018-02-27 15:05:45,795: DEBUG  : HandlerDirtyPacket: 10001
2018-02-27 15:05:45,801: DEBUG  : m_tmp_queue.size() : 1
2018-02-27 15:05:45,801: DEBUG  : not found this user : 0
2018-02-27 15:05:52,337: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:06:02,341: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:06:12,351: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:06:22,352: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:06:32,365: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:06:42,382: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:06:52,384: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:07:02,395: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:07:12,396: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:07:27,004: DEBUG  : pid = 41919
2018-02-27 15:07:27,014: DEBUG  : TcpServer Listen 192.168.50.10:2007
2018-02-27 15:07:29,320: DEBUG  : AddUser -> name : 1
2018-02-27 15:07:29,320: DEBUG  : REGISTER fd : 1 add sessionlists
2018-02-27 15:07:29,321: DEBUG  : pktLen : 12, len : 12
2018-02-27 15:07:29,321: DEBUG  : HandlerDirtyPacket: 10001
2018-02-27 15:07:29,361: DEBUG  : m_tmp_queue.size() : 1
2018-02-27 15:07:29,361: DEBUG  : not found this user : 1
2018-02-27 15:07:30,773: DEBUG  : pktLen : 12, len : 12
2018-02-27 15:07:30,773: DEBUG  : HandlerDirtyPacket: 10013
2018-02-27 15:07:30,818: DEBUG  : m_tmp_queue.size() : 1
2018-02-27 15:07:30,818: DEBUG  : not found this user : 1
2018-02-27 15:07:32,410: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:07:33,983: DEBUG  : AddUser -> name : 2
2018-02-27 15:07:33,984: DEBUG  : REGISTER fd : 2 add sessionlists
2018-02-27 15:07:33,984: DEBUG  : pktLen : 12, len : 12
2018-02-27 15:07:33,984: DEBUG  : HandlerDirtyPacket: 10001
2018-02-27 15:07:34,004: DEBUG  : m_tmp_queue.size() : 1
2018-02-27 15:07:34,004: DEBUG  : not found this user : 2
2018-02-27 15:07:35,093: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:07:35,117: DEBUG  : pktLen : 12, len : 12
2018-02-27 15:07:35,117: DEBUG  : HandlerDirtyPacket: 10013
2018-02-27 15:07:35,157: DEBUG  : m_tmp_queue.size() : 1
2018-02-27 15:07:35,157: DEBUG  : not found this user : 2
2018-02-27 15:07:42,423: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:07:45,106: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:07:47,220: DEBUG  : ~Player() ->　uid : -1
2018-02-27 15:07:47,221: DEBUG  : CLOSE fd : 1 closed
2018-02-27 15:07:47,224: DEBUG  : AddUser -> name : 3
2018-02-27 15:07:47,224: DEBUG  : REGISTER fd : 3 add sessionlists
2018-02-27 15:07:47,227: DEBUG  : pktLen : 12, len : 12
2018-02-27 15:07:47,227: DEBUG  : HandlerDirtyPacket: 10001
2018-02-27 15:07:47,260: DEBUG  : m_tmp_queue.size() : 1
2018-02-27 15:07:47,260: DEBUG  : not found this user : 3
2018-02-27 15:07:52,425: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:07:55,107: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:08:02,438: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:08:05,121: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:08:12,454: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:08:15,124: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:08:22,459: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:08:25,136: DEBUG  : pktLen : 14, len : 14
2018-02-27 15:08:32,467: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:08:35,136: DEBUG  : pktLen : 14, len : 14
2018-02-27 15:08:42,468: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:08:45,151: DEBUG  : pktLen : 14, len : 14
2018-02-27 15:11:04,276: DEBUG  : pid = 41953
2018-02-27 15:11:04,277: DEBUG  : TcpServer Listen 192.168.50.10:2007
2018-02-27 15:11:07,465: DEBUG  : AddUser -> ID : 1
2018-02-27 15:11:07,465: DEBUG  : REGISTER fd : 1 add sessionlists
2018-02-27 15:11:07,466: DEBUG  : pktLen : 12, len : 12
2018-02-27 15:11:07,466: DEBUG  : HandlerDirtyPacket: 10001
2018-02-27 15:11:11,454: DEBUG  : pktLen : 12, len : 12
2018-02-27 15:11:11,455: DEBUG  : HandlerDirtyPacket: 10013
2018-02-27 15:11:11,481: DEBUG  : HandlerReady
2018-02-27 15:11:12,600: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:11:13,953: DEBUG  : AddUser -> ID : 2
2018-02-27 15:11:13,954: DEBUG  : REGISTER fd : 2 add sessionlists
2018-02-27 15:11:13,954: DEBUG  : pktLen : 12, len : 12
2018-02-27 15:11:13,955: DEBUG  : HandlerDirtyPacket: 10001
2018-02-27 15:11:15,268: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:11:15,342: DEBUG  : pktLen : 12, len : 12
2018-02-27 15:11:15,342: DEBUG  : HandlerDirtyPacket: 10013
2018-02-27 15:11:15,379: DEBUG  : HandlerReady
2018-02-27 15:11:22,604: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:11:25,282: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:11:32,613: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:11:35,286: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:11:42,614: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:11:45,296: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:11:52,630: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:11:55,312: DEBUG  : pktLen : 15, len : 15
2018-02-27 15:12:02,630: DEBUG  : pktLen : 15, len : 15
