2018-02-27 12:00:59,054: DEBUG  : pid = 41183
2018-02-27 12:00:59,063: DEBUG  : usage : ./lockstep <threadNum>
2018-02-27 12:02:44,860: DEBUG  : pid = 41185
2018-02-27 12:02:44,872: DEBUG  : TcpServer Listen 192.168.50.10:2007
2018-02-27 12:02:50,172: DEBUG  : REGISTER fd : 1 add sessionlists
2018-02-27 12:02:59,978: DEBUG  : ~Player() ->　uid : -1
2018-02-27 12:02:59,978: DEBUG  : CLOSE fd : 1 closed
2018-02-27 12:02:59,981: DEBUG  : REGISTER fd : 2 add sessionlists
2018-02-27 12:03:02,612: DEBUG  : ~Player() ->　uid : 0
2018-02-27 12:03:02,612: DEBUG  : CLOSE fd : 2 closed
2018-02-27 12:03:08,530: DEBUG  : REGISTER fd : 3 add sessionlists
2018-02-27 12:03:23,013: DEBUG  : ~Player() ->　uid : 0
2018-02-27 12:03:23,013: DEBUG  : CLOSE fd : 3 closed
2018-02-27 12:05:26,136: DEBUG  : REGISTER fd : 4 add sessionlists
2018-02-27 12:05:27,070: DEBUG  : REGISTER fd : 5 add sessionlists
2018-02-27 12:06:40,027: DEBUG  : ~Player() ->　uid : 0
2018-02-27 12:06:40,027: DEBUG  : CLOSE fd : 4 closed
2018-02-27 12:06:41,913: DEBUG  : ~Player() ->　uid : -1
2018-02-27 12:06:41,913: DEBUG  : CLOSE fd : 5 closed
2018-02-27 12:08:57,817: DEBUG  : pid = 41220
2018-02-27 12:08:57,818: DEBUG  : TcpServer Listen 192.168.50.10:2007
2018-02-27 12:09:02,581: DEBUG  : REGISTER fd : 1 add sessionlists
2018-02-27 12:09:39,186: DEBUG  : ~Player() ->　uid : -1
2018-02-27 12:09:39,186: DEBUG  : CLOSE fd : 1 closed
2018-02-27 12:10:54,804: DEBUG  : pid = 41253
2018-02-27 12:10:54,815: DEBUG  : TcpServer Listen 192.168.50.10:2007
2018-02-27 12:10:59,252: DEBUG  : AddUser -> name : 1
2018-02-27 12:10:59,252: DEBUG  : REGISTER fd : 1 add sessionlists
2018-02-27 12:11:06,496: DEBUG  : ~Player() ->　uid : -1
2018-02-27 12:11:06,496: DEBUG  : CLOSE fd : 1 closed
2018-02-27 12:11:06,499: DEBUG  : AddUser -> name : 2
2018-02-27 12:11:06,499: DEBUG  : REGISTER fd : 2 add sessionlists
2018-02-27 12:19:31,092: DEBUG  : pid = 41301
2018-02-27 12:19:31,107: DEBUG  : TcpServer Listen 192.168.50.10:2007
2018-02-27 12:24:23,012: DEBUG  : pid = 41398
2018-02-27 12:24:23,013: DEBUG  : usage : ./lockstep <threadNum>
2018-02-27 12:24:24,709: DEBUG  : pid = 41399
2018-02-27 12:24:24,710: DEBUG  : world 
2018-02-27 12:24:24,719: DEBUG  : TcpServer Listen 192.168.50.10:2007
2018-02-27 12:24:24,769: DEBUG  : world 
2018-02-27 12:24:24,820: DEBUG  : world 
2018-02-27 12:24:24,871: DEBUG  : world 
2018-02-27 12:24:24,922: DEBUG  : world 
2018-02-27 12:24:24,973: DEBUG  : world 
2018-02-27 12:24:25,024: DEBUG  : world 
2018-02-27 12:24:25,075: DEBUG  : world 
2018-02-27 12:24:25,126: DEBUG  : world 
2018-02-27 12:24:25,177: DEBUG  : world 
2018-02-27 12:24:25,228: DEBUG  : world 
2018-02-27 12:24:25,279: DEBUG  : world 
2018-02-27 12:24:25,330: DEBUG  : world 
2018-02-27 12:24:25,381: DEBUG  : world 
2018-02-27 12:24:25,432: DEBUG  : world 
2018-02-27 12:24:25,483: DEBUG  : world 
2018-02-27 12:24:25,534: DEBUG  : world 
2018-02-27 12:24:25,585: DEBUG  : world 
2018-02-27 12:24:25,636: DEBUG  : world 
2018-02-27 12:24:25,687: DEBUG  : world 
2018-02-27 12:24:25,710: DEBUG  : world 
2018-02-27 12:24:25,761: DEBUG  : world 
2018-02-27 12:24:25,812: DEBUG  : world 
2018-02-27 12:24:25,863: DEBUG  : world 
2018-02-27 12:24:39,474: DEBUG  : pid = 41438
2018-02-27 12:24:39,475: DEBUG  : TcpServer Listen 192.168.50.10:2007
2018-02-27 12:24:48,186: DEBUG  : AddUser -> name : 1
2018-02-27 12:24:48,186: DEBUG  : REGISTER fd : 1 add sessionlists
2018-02-27 12:24:54,373: DEBUG  : ~Player() ->　uid : -1
2018-02-27 12:24:54,373: DEBUG  : CLOSE fd : 1 closed
2018-02-27 12:27:33,065: DEBUG  : AddUser -> name : 2
2018-02-27 12:27:33,065: DEBUG  : REGISTER fd : 2 add sessionlists
2018-02-27 12:27:37,252: DEBUG  : ~Player() ->　uid : 0
2018-02-27 12:27:37,252: DEBUG  : CLOSE fd : 2 closed
2018-02-27 14:01:05,607: DEBUG  : pid = 41558
2018-02-27 14:01:05,608: DEBUG  : TcpServer Listen 192.168.50.10:2007
2018-02-27 14:01:18,605: DEBUG  : AddUser -> name : 1
2018-02-27 14:01:18,605: DEBUG  : REGISTER fd : 1 add sessionlists
2018-02-27 14:01:18,607: DEBUG  : meesgae 12
2018-02-27 14:01:23,923: DEBUG  : meesgae 24
2018-02-27 14:01:27,678: DEBUG  : meesgae 39
2018-02-27 14:01:37,686: DEBUG  : meesgae 54
2018-02-27 14:01:37,965: DEBUG  : AddUser -> name : 2
2018-02-27 14:01:37,965: DEBUG  : REGISTER fd : 2 add sessionlists
2018-02-27 14:01:37,965: DEBUG  : meesgae 12
2018-02-27 14:01:38,640: DEBUG  : meesgae 24
2018-02-27 14:01:46,734: DEBUG  : meesgae 39
2018-02-27 14:01:47,691: DEBUG  : meesgae 69
2018-02-27 14:01:51,644: DEBUG  : meesgae 69
2018-02-27 14:01:51,644: DEBUG  : ~Player() ->　uid : -1
2018-02-27 14:01:51,644: DEBUG  : CLOSE fd : 1 closed
2018-02-27 14:01:52,824: DEBUG  : meesgae 39
2018-02-27 14:01:52,824: DEBUG  : ~Player() ->　uid : 0
2018-02-27 14:01:52,824: DEBUG  : CLOSE fd : 2 closed
2018-02-27 14:06:11,967: DEBUG  : AddUser -> name : 3
2018-02-27 14:06:11,968: DEBUG  : REGISTER fd : 3 add sessionlists
2018-02-27 14:06:11,969: DEBUG  : meesgae 12
2018-02-27 14:06:13,203: DEBUG  : meesgae 24
2018-02-27 14:06:19,028: DEBUG  : meesgae 39
2018-02-27 14:06:26,810: DEBUG  : meesgae 39
2018-02-27 14:06:26,810: DEBUG  : ~Player() ->　uid : 0
2018-02-27 14:06:26,810: DEBUG  : CLOSE fd : 3 closed
2018-02-27 14:06:26,812: DEBUG  : AddUser -> name : 4
2018-02-27 14:06:26,813: DEBUG  : REGISTER fd : 4 add sessionlists
2018-02-27 14:06:26,813: DEBUG  : meesgae 12
2018-02-27 14:06:28,866: DEBUG  : meesgae 24
2018-02-27 14:06:29,028: DEBUG  : meesgae 39
2018-02-27 14:06:31,354: DEBUG  : meesgae 51
2018-02-27 14:06:31,730: DEBUG  : meesgae 63
2018-02-27 14:06:32,026: DEBUG  : meesgae 75
2018-02-27 14:06:32,265: DEBUG  : meesgae 87
2018-02-27 14:06:33,321: DEBUG  : meesgae 87
2018-02-27 14:06:33,321: DEBUG  : ~Player() ->　uid : 0
2018-02-27 14:06:33,321: DEBUG  : CLOSE fd : 4 closed
2018-02-27 14:07:05,774: DEBUG  : AddUser -> name : 5
2018-02-27 14:07:05,774: DEBUG  : REGISTER fd : 5 add sessionlists
2018-02-27 14:07:05,775: DEBUG  : meesgae 12
2018-02-27 14:07:08,498: DEBUG  : meesgae 24
2018-02-27 14:07:12,667: DEBUG  : meesgae 24
2018-02-27 14:07:12,668: DEBUG  : ~Player() ->　uid : 0
2018-02-27 14:07:12,668: DEBUG  : CLOSE fd : 5 closed
2018-02-27 14:08:21,128: DEBUG  : pid = 41595
2018-02-27 14:08:21,130: DEBUG  : TcpServer Listen 192.168.50.10:2007
2018-02-27 14:08:25,499: DEBUG  : AddUser -> name : 1
2018-02-27 14:08:25,499: DEBUG  : REGISTER fd : 1 add sessionlists
2018-02-27 14:08:35,468: DEBUG  : ~Player() ->　uid : -1
2018-02-27 14:08:35,469: DEBUG  : CLOSE fd : 1 closed
2018-02-27 14:09:11,753: DEBUG  : pid = 41622
2018-02-27 14:09:11,766: DEBUG  : TcpServer Listen 192.168.50.10:2007
2018-02-27 14:09:16,064: DEBUG  : AddUser -> name : 1
2018-02-27 14:09:16,065: DEBUG  : REGISTER fd : 1 add sessionlists
2018-02-27 14:09:16,066: DEBUG  : meesgae 12
2018-02-27 14:09:24,325: DEBUG  : meesgae 27
2018-02-27 14:09:34,337: DEBUG  : meesgae 42
2018-02-27 14:09:44,337: DEBUG  : meesgae 57
2018-02-27 14:09:54,352: DEBUG  : meesgae 72
2018-02-27 14:10:04,352: DEBUG  : meesgae 87
2018-02-27 14:10:14,367: DEBUG  : meesgae 101
2018-02-27 14:10:24,366: DEBUG  : meesgae 115
2018-02-27 14:10:34,379: DEBUG  : meesgae 129
2018-02-27 14:10:57,751: DEBUG  : pid = 41661
2018-02-27 14:10:57,752: DEBUG  : TcpServer Listen 192.168.50.10:2007
2018-02-27 14:11:05,443: DEBUG  : AddUser -> name : 1
2018-02-27 14:11:05,444: DEBUG  : REGISTER fd : 1 add sessionlists
2018-02-27 14:11:05,444: DEBUG  : pktLen : 201326592, len : 12
2018-02-27 14:11:05,444: DEBUG  : meesgae 12
2018-02-27 14:11:13,397: DEBUG  : pktLen : 201326592, len : 26
2018-02-27 14:11:13,397: DEBUG  : meesgae 26
2018-02-27 14:11:15,597: DEBUG  : pktLen : 201326592, len : 26
2018-02-27 14:11:15,597: DEBUG  : meesgae 26
2018-02-27 14:11:15,597: DEBUG  : ~Player() ->　uid : -1
2018-02-27 14:11:15,597: DEBUG  : CLOSE fd : 1 closed
2018-02-27 14:44:51,068: DEBUG  : AddUser -> name : 2
2018-02-27 14:44:51,069: DEBUG  : REGISTER fd : 2 add sessionlists
2018-02-27 14:44:51,069: DEBUG  : pktLen : 12, len : 12
2018-02-27 14:44:51,069: DEBUG  : error proto : 10001
2018-02-27 14:44:53,329: DEBUG  : pktLen : 14, len : 14
2018-02-27 14:45:02,707: DEBUG  : ~Player() ->　uid : 0
2018-02-27 14:45:02,707: DEBUG  : CLOSE fd : 2 closed
2018-02-27 14:48:34,891: DEBUG  : AddUser -> name : 3
2018-02-27 14:48:34,891: DEBUG  : REGISTER fd : 3 add sessionlists
2018-02-27 14:48:34,892: DEBUG  : pktLen : 12, len : 12
2018-02-27 14:48:34,892: DEBUG  : error proto : 10001
2018-02-27 14:48:35,905: DEBUG  : pktLen : 15, len : 15
2018-02-27 14:48:43,721: DEBUG  : ~Player() ->　uid : 0
2018-02-27 14:48:43,722: DEBUG  : CLOSE fd : 3 closed
2018-02-27 14:50:13,423: DEBUG  : pid = 41734
2018-02-27 14:50:13,424: DEBUG  : TcpServer Listen 192.168.50.10:2007
2018-02-27 14:50:24,575: DEBUG  : AddUser -> name : 1
2018-02-27 14:50:24,576: DEBUG  : REGISTER fd : 1 add sessionlists
2018-02-27 14:50:24,577: DEBUG  : pktLen : 12, len : 12
2018-02-27 14:50:28,520: DEBUG  : pktLen : 15, len : 15
2018-02-27 14:50:28,521: DEBUG  : HandlerPing -704194264
2018-02-27 14:50:33,155: DEBUG  : pktLen : 12, len : 12
2018-02-27 14:50:38,520: DEBUG  : pktLen : 15, len : 15
2018-02-27 14:50:38,520: DEBUG  : HandlerPing -704184264
2018-02-27 14:50:38,952: DEBUG  : ~Player() ->　uid : -1
2018-02-27 14:50:38,953: DEBUG  : CLOSE fd : 1 closed
2018-02-27 14:55:01,168: DEBUG  : AddUser -> name : 2
2018-02-27 14:55:01,169: DEBUG  : REGISTER fd : 2 add sessionlists
2018-02-27 14:55:01,169: DEBUG  : pktLen : 12, len : 12
2018-02-27 14:55:07,631: DEBUG  : pktLen : 15, len : 15
2018-02-27 14:55:07,631: DEBUG  : HandlerPing -703915153
2018-02-27 14:55:17,636: DEBUG  : pktLen : 15, len : 15
2018-02-27 14:55:17,636: DEBUG  : HandlerPing -703905148
2018-02-27 14:55:22,094: DEBUG  : ~Player() ->　uid : 0
2018-02-27 14:55:22,094: DEBUG  : CLOSE fd : 2 closed
2018-02-27 14:56:41,396: DEBUG  : AddUser -> name : 3
2018-02-27 14:56:41,396: DEBUG  : REGISTER fd : 3 add sessionlists
2018-02-27 14:56:41,397: DEBUG  : pktLen : 12, len : 12
2018-02-27 14:56:44,979: DEBUG  : pktLen : 15, len : 15
2018-02-27 14:56:44,979: DEBUG  : HandlerPing -703817805
2018-02-27 14:56:52,240: DEBUG  : pktLen : 12, len : 12
2018-02-27 14:56:54,988: DEBUG  : pktLen : 15, len : 15
2018-02-27 14:56:54,988: DEBUG  : HandlerPing -703807796
2018-02-27 14:56:57,712: DEBUG  : ~Player() ->　uid : 0
2018-02-27 14:56:57,713: DEBUG  : CLOSE fd : 3 closed
2018-02-27 14:57:42,640: DEBUG  : AddUser -> name : 4
2018-02-27 14:57:42,641: DEBUG  : REGISTER fd : 4 add sessionlists
2018-02-27 14:57:42,641: DEBUG  : pktLen : 12, len : 12
2018-02-27 14:57:43,514: DEBUG  : AddUser -> name : 5
2018-02-27 14:57:43,514: DEBUG  : REGISTER fd : 5 add sessionlists
2018-02-27 14:57:43,515: DEBUG  : pktLen : 12, len : 12
2018-02-27 14:57:46,015: DEBUG  : pktLen : 15, len : 15
2018-02-27 14:57:46,015: DEBUG  : HandlerPing -703756769
2018-02-27 14:57:49,089: DEBUG  : pktLen : 15, len : 15
2018-02-27 14:57:49,089: DEBUG  : HandlerPing -703753695
2018-02-27 14:57:50,846: DEBUG  : pktLen : 12, len : 12
2018-02-27 14:57:52,518: DEBUG  : pktLen : 12, len : 12
2018-02-27 14:57:56,030: DEBUG  : pktLen : 15, len : 15
2018-02-27 14:57:56,030: DEBUG  : HandlerPing -703746754
2018-02-27 14:57:59,087: DEBUG  : pktLen : 15, len : 15
2018-02-27 14:57:59,088: DEBUG  : HandlerPing -703743697
2018-02-27 14:58:05,474: DEBUG  : ~Player() ->　uid : 0
2018-02-27 14:58:05,474: DEBUG  : CLOSE fd : 5 closed
2018-02-27 14:58:06,112: DEBUG  : ~Player() ->　uid : 0
2018-02-27 14:58:06,112: DEBUG  : CLOSE fd : 4 closed
2018-02-27 15:00:07,367: DEBUG  : pid = 41768
2018-02-27 15:00:07,370: DEBUG  : TcpServer Listen 192.168.50.10:2007
2018-02-27 15:00:26,358: DEBUG  : AddUser -> name : 1
2018-02-27 15:00:26,358: DEBUG  : REGISTER fd : 1 add sessionlists
2018-02-27 15:00:26,358: DEBUG  : pktLen : 12, len : 12
2018-02-27 15:00:26,358: DEBUG  : HandlerDirtyPacket: 10001
2018-02-27 15:00:29,533: DEBUG  : AddUser -> name : 2
